room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name
entire home/apt,lisbon,belém,1.0,0.0,4,1.0,81.0,ambassador home belém (c16)
entire home/apt,lisbon,belém,27.0,5.0,8,4.0,81.0,apartment in belém 1e
entire home/apt,lisbon,belém,10.0,5.0,4,2.0,72.0,sleep on a boat and or go sailing !
entire home/apt,lisbon,belém,3.0,4.5,2,1.0,72.0,belém arts i | cozy hideaway
entire home/apt,lisbon,ajuda,8.0,5.0,5,2.0,72.0,apartment by ajuda palace
entire home/apt,lisbon,belém,1.0,0.0,4,1.0,78.0,1 bedroom apt with patio in belém
entire home/apt,lisbon,belém,4.0,4.5,4,1.0,71.0,1bedroom at belém+balcony+parking
entire home/apt,lisbon,belém,6.0,4.5,6,2.0,63.0,t2 excellent localization belem
entire home/apt,lisbon,belém,15.0,5.0,3,1.0,66.0,cosy riverside studios nº9
entire home/apt,lisbon,belém,21.0,4.5,3,1.0,79.0,sleep on a boat at belém
entire home/apt,lisbon,belém,1.0,0.0,4,2.0,74.0,belém modern flat with view
entire home/apt,lisbon,ajuda,2.0,0.0,4,2.0,79.0,ajuda low cost
entire home/apt,lisbon,belém,19.0,5.0,6,2.0,82.0,the upcycling belém flat / free parking area
entire home/apt,lisbon,ajuda,47.0,4.5,6,1.0,72.0,bright modern riverside apt+garden
entire home/apt,lisbon,alcântara,21.0,4.5,4,1.0,72.0,"bélém apartment, lisbon portugal"
entire home/apt,lisbon,ajuda,16.0,5.0,6,2.0,82.0,le grand confort à belém avec terrasse !
entire home/apt,lisbon,ajuda,5.0,5.0,5,2.0,66.0,excellent 2 bedrooms apartament at ajuda (lisbon)
entire home/apt,lisbon,belém,14.0,4.5,2,1.0,82.0,unique apartment river view belém!
entire home/apt,lisbon,alcântara,5.0,5.0,5,2.0,78.0,apartamento t2 - belém
entire home/apt,lisbon,belém,11.0,4.0,5,3.0,66.0,"flat in belem main street, 20min from the beach"
entire home/apt,lisbon,ajuda,8.0,5.0,5,2.0,71.0,cosy apartment with view near belém
entire home/apt,lisbon,belém,4.0,4.5,6,3.0,66.0,lanui belém apartment
entire home/apt,lisbon,belém,1.0,0.0,4,1.0,66.0,lisbon belém apartment
entire home/apt,lisbon,belém,23.0,4.5,6,3.0,70.0,"how nice! belém, gardens view"
entire home/apt,lisbon,belém,1.0,0.0,3,1.0,66.0,jerónimos belém free parking
entire home/apt,lisbon,belém,59.0,4.5,3,2.0,66.0,charming apartment in belém 01
entire home/apt,lisbon,ajuda,12.0,4.5,6,3.0,66.0,*terrace flat ajuda/belem lisbon -
entire home/apt,lisbon,belém,2.0,0.0,6,2.0,80.0,belém terrace
entire home/apt,lisbon,alcântara,11.0,4.5,6,2.0,72.0,lovely apartment in lisbon
entire home/apt,lisbon,belém,11.0,5.0,2,0.0,72.0,bspot - 28323/al - studio flat in historic lisbon
entire home/apt,lisbon,ajuda,20.0,4.5,6,2.0,82.0,new! belém bright 2 bedroom apartment - free wifi
entire home/apt,lisbon,belém,109.0,4.5,5,3.0,72.0,lisbon riverside view - belém 2
entire home/apt,lisbon,belém,1.0,0.0,4,1.0,66.0,belém junqueira street apartment
entire home/apt,lisbon,alcântara,1.0,0.0,2,1.0,74.0,charming riverside apartment
entire home/apt,lisbon,ajuda,15.0,5.0,4,2.0,81.0,river view apartment with balconies near belem
entire home/apt,lisbon,belém,3.0,4.5,3,2.0,72.0,charming rooms in belém
entire home/apt,lisbon,belém,93.0,5.0,4,2.0,78.0,house with garden in lisbon
entire home/apt,lisbon,alcântara,1.0,0.0,3,1.0,82.0,cozy apt lisbon riverside tejo ac+wi-fi | purple
entire home/apt,lisbon,misericórdia,1.0,0.0,2,0.0,66.0,bica 10 - studio
entire home/apt,lisbon,misericórdia,56.0,4.5,4,2.0,72.0,apartment lisbon centre
entire home/apt,lisbon,misericórdia,6.0,3.0,4,2.0,68.0,norte place i bairro alto
entire home/apt,lisbon,misericórdia,2.0,0.0,4,2.0,79.0,lxway apartments elevador da bica
entire home/apt,lisbon,misericórdia,1.0,0.0,2,0.0,81.0,lisbon five stars apartments 8building - estudio
entire home/apt,lisbon,santa maria maior,66.0,4.0,6,3.0,78.0,vintage flat with balcony in baixa!! auto check-in
entire home/apt,lisbon,misericórdia,13.0,4.0,4,3.0,81.0,lisbon flowers square
entire home/apt,lisbon,misericórdia,3.0,4.5,4,1.0,72.0,apartment leopoldo de almeida
entire home/apt,lisbon,misericórdia,1.0,0.0,3,1.0,72.0,your home in bairro alto apartamento standart
entire home/apt,lisbon,santa maria maior,11.0,4.0,3,0.0,71.0,studio na baixa com ar condicionado
entire home/apt,lisbon,santa maria maior,66.0,4.5,6,3.0,79.0,best deal lisboa alfama fado apart.
entire home/apt,lisbon,santa maria maior,37.0,4.5,3,2.0,78.0,typical mouraria
entire home/apt,lisbon,santa maria maior,174.0,5.0,3,1.0,65.0,downtown charming apartment.
entire home/apt,lisbon,santa maria maior,22.0,4.0,4,1.0,78.0,castelo charming falt (c23)
entire home/apt,lisbon,santa maria maior,7.0,4.0,6,2.0,72.0,downtown typical apartment
entire home/apt,lisbon,santa maria maior,89.0,5.0,2,1.0,82.0,tagus river view apartment
entire home/apt,lisbon,santa maria maior,130.0,4.5,2,0.0,72.0,"best apartment, terrace, best view!"
entire home/apt,lisbon,arroios,5.0,4.5,4,2.0,71.0,lavra tram apartment
entire home/apt,lisbon,arroios,38.0,4.5,5,3.0,66.0,central lisbon:green line arroios-3bedrooms-wifi
entire home/apt,lisbon,alcântara,2.0,0.0,4,2.0,82.0,courtyard flat lisbon next tagus ac+wifi| green
entire home/apt,lisbon,belém,130.0,5.0,4,1.0,72.0,1bedroom sunny apartment in belém
entire home/apt,lisbon,belém,66.0,4.5,4,1.0,72.0,belém studio/ 2 bikes /easy and free parking area
entire home/apt,lisbon,benfica,9.0,5.0,9,3.0,78.0,apartment near airport and colombo shopping mall
entire home/apt,lisbon,alcântara,23.0,4.0,8,3.0,63.0,"""junqueira"" - riverview 8 people"
entire home/apt,lisbon,estrela,7.0,4.5,6,2.0,66.0,lisbon’s tile flat
entire home/apt,lisbon,campolide,4.0,4.5,4,1.0,75.0,margôt suite apartment
entire home/apt,lisbon,misericórdia,8.0,4.5,4,1.0,72.0,apartment in lisbon 57 - bairro alto
entire home/apt,lisbon,misericórdia,46.0,4.5,5,2.0,78.0,rosa! bairro alto concept apartment
entire home/apt,lisbon,misericórdia,51.0,5.0,4,1.0,79.0,caetanos loft
entire home/apt,lisbon,campo de ourique,25.0,5.0,3,1.0,71.0,cosy and sunny apartment
entire home/apt,lisbon,campolide,1.0,0.0,6,3.0,72.0,lisbon center 3 bedrooms
entire home/apt,lisbon,campolide,1.0,0.0,4,1.0,78.0,"vila marques, casa das águas livres"
entire home/apt,lisbon,campolide,8.0,4.5,3,3.0,72.0,gorgeous attic with amazing view
entire home/apt,lisbon,campolide,8.0,4.5,5,1.0,72.0,no centro de lisboa - campolide - liceu françês
entire home/apt,lisbon,campolide,3.0,5.0,4,1.0,78.0,vila marques - casa do chafariz
entire home/apt,lisbon,campolide,2.0,0.0,4,1.0,72.0,vila marques - casa mãe d'água
entire home/apt,lisbon,campolide,1.0,0.0,4,1.0,72.0,vila marques - casa do aqueduto
entire home/apt,lisbon,campolide,3.0,5.0,5,3.0,78.0,private flat for 5 people in lisbon center
entire home/apt,lisbon,misericórdia,8.0,4.5,4,1.0,80.0,príncipe real luxus apartment ii
entire home/apt,lisbon,misericórdia,22.0,5.0,5,2.0,66.0,charming flat in bairro alto
entire home/apt,lisbon,santo antónio,1.0,0.0,2,1.0,78.0,"new, modern apartment garden view principe real"
entire home/apt,lisbon,alcântara,4.0,4.5,5,2.0,75.0,casa de alcântara
entire home/apt,lisbon,estrela,57.0,5.0,4,2.0,78.0,apartment sec. xix lapa / santos
entire home/apt,lisbon,campolide,18.0,4.5,4,2.0,81.0,sweet home in lisbon
entire home/apt,lisbon,campo de ourique,2.0,0.0,6,2.0,78.0,lisbon - new celeste's home - tram 28
entire home/apt,lisbon,campo de ourique,9.0,5.0,9,5.0,72.0,traditional renovated bright charming flat lisbon
entire home/apt,lisbon,campo de ourique,35.0,4.5,4,2.0,72.0,apartment in the heart of lisbon
entire home/apt,lisbon,misericórdia,30.0,5.0,5,2.0,70.0,2 bedrooms flat in the heart of historical center!
entire home/apt,lisbon,estrela,23.0,5.0,2,1.0,78.0,stylish flat ( ground floor)
entire home/apt,lisbon,campo de ourique,8.0,4.5,4,1.0,72.0,conforto em bairro típico
entire home/apt,lisbon,estrela,1.0,0.0,4,1.0,66.0,amazing flat with terrace in centre of lisbon
entire home/apt,lisbon,campo de ourique,34.0,5.0,3,1.0,72.0,house in campo de ourique
entire home/apt,lisbon,campolide,10.0,4.5,6,2.0,72.0,the aqueduto ap - central campolide
entire home/apt,lisbon,campolide,16.0,5.0,4,0.0,72.0,campolide / amoreiras area  - modern loft
entire home/apt,lisbon,estrela,41.0,4.5,4,2.0,78.0,estrela garden house
entire home/apt,lisbon,misericórdia,14.0,4.5,6,2.0,72.0,charming chiado / bairro alto apartment
entire home/apt,lisbon,campo de ourique,19.0,5.0,3,1.0,77.0,new central & charming apt
entire home/apt,lisbon,campo de ourique,22.0,5.0,3,1.0,71.0,comfortable sunny apartment
entire home/apt,lisbon,campo de ourique,2.0,0.0,4,2.0,72.0,saraiva: shinny 2 bedrooms with river view
entire home/apt,lisbon,estrela,76.0,4.0,3,1.0,82.0,lisbon center cosy house madragoa
entire home/apt,lisbon,estrela,19.0,4.5,4,1.0,66.0,green apple cosy flat/bohemian lif♡
entire home/apt,lisbon,estrela,5.0,4.0,5,2.0,66.0,want something diferent in lisboa?
entire home/apt,lisbon,misericórdia,17.0,4.5,4,2.0,79.0,pleasant cozy apartment hear of the city
entire home/apt,lisbon,estrela,3.0,4.0,6,2.0,74.0,santos river terrace
entire home/apt,lisbon,estrela,5.0,4.5,6,2.0,63.0,nice flat by travessa do pasteleiro
entire home/apt,lisbon,estrela,7.0,4.0,2,1.0,72.0,apartamento acolhedor no coração 
entire home/apt,lisbon,estrela,18.0,4.5,5,2.0,82.0,watching lisbon apartment
entire home/apt,lisbon,estrela,4.0,4.0,4,1.0,72.0,third floor t1 apartment-like home
entire home/apt,lisbon,misericórdia,1.0,0.0,3,0.0,80.0,bica loft by be@home
entire home/apt,lisbon,estrela,3.0,4.5,3,0.0,66.0,studio t0
entire home/apt,lisbon,estrela,6.0,4.5,2,1.0,72.0,cosy flat in madragoa - lisboa
entire home/apt,lisbon,estrela,1.0,0.0,4,1.0,78.0,apartment t1
entire home/apt,lisbon,estrela,1.0,0.0,3,2.0,81.0,patio in lapa
entire home/apt,lisbon,misericórdia,34.0,4.5,8,3.0,65.0,"bica ropers house, at ground floor"
entire home/apt,lisbon,estrela,75.0,4.5,2,1.0,72.0,stay in lisbon apartments
entire home/apt,lisbon,estrela,16.0,4.5,4,1.0,78.0,watching lisbon apartments pátio
entire home/apt,lisbon,misericórdia,15.0,5.0,6,2.0,78.0,casas da silva - charming apartment for 6
entire home/apt,lisbon,estrela,89.0,5.0,2,1.0,82.0,unique terrace apt / central lisbon
entire home/apt,lisbon,estrela,171.0,5.0,4,2.0,81.0,esperança ap - 2 bedroom 
entire home/apt,lisbon,estrela,1.0,0.0,5,3.0,78.0,amazing spot for aesthetes
entire home/apt,lisbon,estrela,192.0,4.5,3,1.0,78.0,terrace overlooking the tejo river!
entire home/apt,lisbon,estrela,16.0,4.0,4,1.0,68.0,cosy and friendly apartment
entire home/apt,lisbon,estrela,9.0,4.5,3,2.0,74.0,lapa flat with city view
entire home/apt,lisbon,misericórdia,5.0,4.5,2,2.0,72.0,apartment in lisbon 234 - santa catarina/bairro alto
entire home/apt,lisbon,misericórdia,76.0,4.5,7,3.0,81.0,sta catarina bairro alto 3bd ap
entire home/apt,lisbon,misericórdia,148.0,4.5,4,1.0,64.0,casa nino iii @ bairro alto
entire home/apt,lisbon,misericórdia,5.0,4.0,5,2.0,71.0,special €€ |comfy apart
entire home/apt,lisbon,misericórdia,1.0,0.0,3,1.0,70.0,pátio at principe real & são bento
entire home/apt,lisbon,misericórdia,36.0,4.0,4,2.0,64.0,2bdr. apatment in santa catarina
entire home/apt,lisbon,estrela,2.0,0.0,3,1.0,66.0,cosy duplex in santos
entire home/apt,lisbon,misericórdia,140.0,4.5,5,2.0,77.0,charming t2 duplex with terrace
entire home/apt,lisbon,estrela,5.0,4.5,4,1.0,72.0,second floor t1 flat - like home
entire home/apt,lisbon,misericórdia,59.0,5.0,2,0.0,81.0,páteo da galega studio i
entire home/apt,lisbon,misericórdia,20.0,4.5,4,1.0,78.0,studio rua poço dos negros - lisboa
entire home/apt,lisbon,misericórdia,97.0,4.5,6,2.0,78.0,santa catarina duplex
entire home/apt,lisbon,misericórdia,21.0,5.0,4,1.0,82.0,cosy design downtown apartment lisboa
entire home/apt,lisbon,misericórdia,12.0,5.0,6,2.0,81.0,amazing duplex in lisbon
entire home/apt,lisbon,estrela,37.0,4.5,2,0.0,78.0,green apple studio in the narrowest building of lx
entire home/apt,lisbon,estrela,21.0,4.5,4,1.0,72.0,living lisboa in the big alface 2
entire home/apt,lisbon,misericórdia,36.0,5.0,4,1.0,78.0,houses of parliament over the tagus
entire home/apt,lisbon,estrela,22.0,4.5,3,1.0,78.0,a terrace in the heart of lisbon
entire home/apt,lisbon,misericórdia,66.0,4.5,2,1.0,72.0,charming  flat with killer views
entire home/apt,lisbon,estrela,34.0,5.0,4,2.0,78.0,cosy apartment in city center
entire home/apt,lisbon,estrela,63.0,4.5,2,1.0,63.0,cozzy & classy apartment at lapa
entire home/apt,lisbon,misericórdia,94.0,5.0,4,2.0,72.0,"2 bedrooms apt, bairro alto, chiado"
entire home/apt,lisbon,estrela,1.0,0.0,3,0.0,66.0,madragoa charming flat
entire home/apt,lisbon,misericórdia,20.0,4.0,5,1.0,64.0,parreiras apartment
entire home/apt,lisbon,estrela,10.0,5.0,4,2.0,75.0,santos 2bedroom vintage river views
entire home/apt,lisbon,estrela,51.0,4.5,3,2.0,77.0,"perfect, central & baby friendly apt"
entire home/apt,lisbon,estrela,3.0,4.5,4,2.0,72.0,apartment in lisbon 296 - santos
entire home/apt,lisbon,misericórdia,33.0,5.0,6,2.0,78.0,cozy apartment - patio da galega - city center
entire home/apt,lisbon,estrela,32.0,5.0,4,2.0,70.0,modern spacious apt sao bento
entire home/apt,lisbon,estrela,59.0,5.0,5,2.0,66.0,"tilty lapa - wifi, ac, 2 bathrooms"
entire home/apt,lisbon,misericórdia,93.0,4.5,3,0.0,71.0,lisbon stylish studio
entire home/apt,lisbon,misericórdia,58.0,5.0,2,0.0,78.0,studio art #54 - lisbon apartment
entire home/apt,lisbon,estrela,108.0,4.5,4,1.0,72.0,cosy flat in typical old lisbon
entire home/apt,lisbon,estrela,1.0,0.0,7,2.0,66.0,"tilty estrela, wifi, ac,  2 bathrooms"
entire home/apt,lisbon,estrela,106.0,4.5,6,2.0,72.0,charm & great location! duplex. auto check-in
entire home/apt,lisbon,estrela,100.0,4.5,2,0.0,71.0,a terrace in the hippest lisbon!
entire home/apt,lisbon,estrela,153.0,4.5,2,1.0,66.0,grandmother ninita's loft
entire home/apt,lisbon,misericórdia,130.0,4.5,4,1.0,81.0,charme in bairro alto&chiado! casa rosa
entire home/apt,lisbon,misericórdia,42.0,4.0,4,2.0,71.0,vintage flat in the heart of lisbon
entire home/apt,lisbon,misericórdia,40.0,4.5,5,2.0,78.0,bairro alto - atalaia house
entire home/apt,lisbon,misericórdia,21.0,4.5,6,2.0,78.0,nice duplex with terraces in bica
entire home/apt,lisbon,misericórdia,11.0,5.0,6,2.0,65.0,boavista top house
entire home/apt,lisbon,misericórdia,219.0,5.0,4,2.0,81.0,"chiado ""loft"" 6 stylish place"
entire home/apt,lisbon,misericórdia,2.0,0.0,4,1.0,78.0,lisbon passion inner bairro alto (c62) new!!
entire home/apt,lisbon,misericórdia,76.0,5.0,5,3.0,78.0,"spacious, sunny sao paulo home"
entire home/apt,lisbon,misericórdia,54.0,4.5,8,3.0,65.0,bica yellow tram flat
entire home/apt,lisbon,misericórdia,3.0,4.5,4,2.0,72.0,the potter's attic
entire home/apt,lisbon,misericórdia,1.0,0.0,2,1.0,70.0,apartment in lisbon 108 - príncipe real/bairro alto
entire home/apt,lisbon,misericórdia,64.0,5.0,4,1.0,82.0,city center apartment - chiado
entire home/apt,lisbon,misericórdia,34.0,5.0,4,1.0,78.0,viva! bairro alto concept apartment
entire home/apt,lisbon,misericórdia,21.0,5.0,2,1.0,72.0,"sun in the bica: downtown lisbon, river view"
entire home/apt,lisbon,misericórdia,9.0,4.5,4,1.0,65.0,principe real downtown apartment with wifi
entire home/apt,lisbon,misericórdia,19.0,5.0,2,1.0,72.0,fishermenapartments - santos - 4ºd
entire home/apt,lisbon,misericórdia,5.0,4.5,2,0.0,75.0,galega studio ii
entire home/apt,lisbon,misericórdia,14.0,5.0,2,0.0,74.0,cosy studio in historical center
entire home/apt,lisbon,misericórdia,52.0,5.0,4,1.0,78.0,"live like a ""lisboeta"""
entire home/apt,lisbon,misericórdia,1.0,0.0,2,1.0,68.0,the love tram apartment
entire home/apt,lisbon,misericórdia,10.0,4.5,3,1.0,71.0,cosy são bento with terrace
entire home/apt,lisbon,misericórdia,3.0,5.0,6,2.0,79.0,chiado top floor with river view
entire home/apt,lisbon,misericórdia,14.0,4.5,2,0.0,63.0,poço dos negros studio. deluxe with parking and ac
entire home/apt,lisbon,misericórdia,120.0,4.5,2,1.0,70.0,apt mondrian historic center/garage
entire home/apt,lisbon,estrela,49.0,5.0,2,0.0,72.0,cosy loft + view + lisbon's light
entire home/apt,lisbon,misericórdia,1.0,0.0,6,3.0,73.0,exquisite bica - portuguese symbols
entire home/apt,lisbon,estrela,20.0,5.0,4,1.0,71.0,dreamhouse
entire home/apt,lisbon,estrela,32.0,4.5,3,1.0,78.0,loft encosta da lapa
entire home/apt,lisbon,misericórdia,33.0,4.5,4,2.0,79.0,"metropolitan lisboeta apt, santos"
entire home/apt,lisbon,estrela,34.0,4.0,5,2.0,78.0,lisbon madragoa fado apartment
entire home/apt,lisbon,misericórdia,60.0,5.0,2,1.0,74.0,modern apt in historic sta catarina
entire home/apt,lisbon,misericórdia,2.0,0.0,4,2.0,78.0,charming apartment with view -santos/chiado/b.alto
entire home/apt,lisbon,misericórdia,9.0,5.0,4,0.0,82.0,"""minha joia"" (tiny jewel) in the heart of lisbon"
entire home/apt,lisbon,misericórdia,25.0,5.0,8,0.0,78.0,charming t3 apartment at downtown
entire home/apt,lisbon,misericórdia,163.0,5.0,2,1.0,78.0,bright apartment in the soul of lisbon
entire home/apt,lisbon,misericórdia,36.0,5.0,4,1.0,73.0,homesweethome - maria's apartments bairro alto
entire home/apt,lisbon,misericórdia,51.0,4.0,5,1.0,72.0,mastros
entire home/apt,lisbon,misericórdia,10.0,4.5,6,2.0,73.0,new! spacious & bright flat in historic center
entire home/apt,lisbon,estrela,49.0,5.0,2,1.0,78.0,"cozy 1 bdr flat central, charm, wifi with terrace"
entire home/apt,lisbon,misericórdia,14.0,4.5,3,1.0,63.0,santa catarina´s jewel over tagus
entire home/apt,lisbon,misericórdia,26.0,4.5,3,1.0,72.0,one bedroom in chiado
entire home/apt,lisbon,misericórdia,47.0,4.5,2,1.0,70.0,the coolest street in lisbon!
entire home/apt,lisbon,estrela,8.0,5.0,5,2.0,78.0,for4  santos-madragoa
entire home/apt,lisbon,misericórdia,52.0,4.5,4,1.0,71.0,28'''' tramway: feel like a local in bairro alto
entire home/apt,lisbon,misericórdia,13.0,5.0,4,1.0,78.0,lisbon downtown apartment free parking
entire home/apt,lisbon,misericórdia,3.0,4.5,6,2.0,72.0,santos iii - brilliant & cosy apartment
entire home/apt,lisbon,estrela,77.0,5.0,2,1.0,76.0,charming & central apartment lisbon
entire home/apt,lisbon,misericórdia,10.0,5.0,2,0.0,82.0,cool&chic
entire home/apt,lisbon,misericórdia,25.0,5.0,2,0.0,77.0,maria home@bica & bairro alto
entire home/apt,lisbon,estrela,44.0,5.0,4,0.0,72.0,tagus loft
entire home/apt,lisbon,misericórdia,3.0,4.0,4,2.0,78.0,boavista! lisbon concept apartments
entire home/apt,lisbon,misericórdia,8.0,4.0,4,1.0,67.0,"apartamento adamastor, 23-2º."
entire home/apt,lisbon,misericórdia,2.0,0.0,2,1.0,78.0,cosy living in santa catarina the heart of lisbon
entire home/apt,lisbon,misericórdia,56.0,4.5,5,2.0,71.0,lisbon city center (são bento)
entire home/apt,lisbon,misericórdia,62.0,5.0,3,1.0,70.0,studio 307 (25551/al)
entire home/apt,lisbon,misericórdia,13.0,4.5,3,0.0,72.0,cosy flat in bica funicular street
entire home/apt,lisbon,misericórdia,18.0,4.5,2,1.0,71.0,cosy studio with free parking
entire home/apt,lisbon,misericórdia,7.0,5.0,4,1.0,66.0,lovely flat in historical lisbon
entire home/apt,lisbon,misericórdia,117.0,5.0,2,1.0,72.0,casa na bica
entire home/apt,lisbon,misericórdia,103.0,4.5,7,3.0,65.0,charming flat bica tram 3 bedrooms
entire home/apt,lisbon,misericórdia,12.0,4.5,6,3.0,72.0,"wiigo lisbon, cais do sodré"
entire home/apt,lisbon,misericórdia,16.0,5.0,4,2.0,78.0,"""4 amigos"" in bairro alto"
entire home/apt,lisbon,misericórdia,53.0,4.5,5,2.0,72.0,love bica - most beautiful street!
entire home/apt,lisbon,misericórdia,18.0,5.0,2,1.0,70.0,"centre historique, cais do sodre, vue tejo"
entire home/apt,lisbon,misericórdia,76.0,4.5,4,1.0,64.0,bairro alto - typical cara house
entire home/apt,lisbon,misericórdia,39.0,4.5,5,2.0,71.0,yellow tram house (bica/bairro alto)
entire home/apt,lisbon,misericórdia,129.0,4.5,6,2.0,75.0,"a portuguesa, bica's funicular st."
entire home/apt,lisbon,misericórdia,80.0,5.0,5,1.0,66.0,"completely renovated,loft in bica"
entire home/apt,lisbon,misericórdia,31.0,4.5,6,1.0,73.0,wonderful flat t2 at downtown bica 
entire home/apt,lisbon,santa maria maior,96.0,4.5,5,3.0,80.0,alfama - marta's magical place
entire home/apt,lisbon,santa maria maior,249.0,5.0,4,2.0,82.0,alfama balcony: awesome tagus view!
entire home/apt,lisbon,misericórdia,224.0,5.0,4,1.0,78.0,new!! lisbon at your feet
entire home/apt,lisbon,santa maria maior,41.0,5.0,4,1.0,82.0,terrace apartment near praça do comércio
entire home/apt,lisbon,santa maria maior,11.0,5.0,4,1.0,78.0,modern baixa charm
entire home/apt,lisbon,santo antónio,2.0,0.0,4,1.0,66.0,lovely duplex in heart of lisbon
entire home/apt,lisbon,misericórdia,3.0,5.0,3,1.0,82.0,studio 2 príncipe real 
entire home/apt,lisbon,misericórdia,51.0,4.5,6,3.0,81.0,sunny casa quintinha w/ wifi
entire home/apt,lisbon,misericórdia,6.0,4.5,3,1.0,72.0,apartment in praça das flores
entire home/apt,lisbon,misericórdia,31.0,5.0,3,1.0,72.0,tranquil central  lisbon apartment 
entire home/apt,lisbon,misericórdia,29.0,5.0,4,1.0,78.0,mezzanine apartment in lisbon
entire home/apt,lisbon,misericórdia,25.0,4.0,6,2.0,78.0,santa catarina superb duplex
entire home/apt,lisbon,santo antónio,24.0,4.5,4,1.0,64.0,"príncipe 3,príncipe real lisbon apa"
entire home/apt,lisbon,misericórdia,7.0,4.5,2,1.0,72.0,an arty and bohemian apt in lisbon
entire home/apt,lisbon,misericórdia,36.0,4.5,2,1.0,72.0,palmeira studio - center lisbon
entire home/apt,lisbon,misericórdia,99.0,5.0,2,0.0,81.0,chic studio apartment in lisbon city centre
entire home/apt,lisbon,estrela,16.0,4.0,5,2.0,80.0,charming flat in  historical area
entire home/apt,lisbon,misericórdia,59.0,4.5,6,3.0,68.0,great apartment & 3 bdr bairro alto
entire home/apt,lisbon,misericórdia,1.0,0.0,2,1.0,72.0,lxway apartments travessa do oleiro - 2º andar
entire home/apt,lisbon,campo de ourique,9.0,5.0,4,2.0,66.0,estrela skyview
entire home/apt,lisbon,estrela,3.0,3.5,6,2.0,72.0,apart - lapa - quiet - bright -4p
entire home/apt,lisbon,misericórdia,1.0,0.0,2,0.0,81.0,lisbon 5 stars combro 77 2b - studio | 2pax
entire home/apt,lisbon,misericórdia,6.0,5.0,2,0.0,81.0,lisbon five stars combro 77 - 1a
entire home/apt,lisbon,misericórdia,3.0,4.5,4,2.0,70.0,tranquility in principe real.
entire home/apt,lisbon,misericórdia,18.0,4.5,6,3.0,78.0,new!! paz house for 6 very sweet
entire home/apt,lisbon,misericórdia,1.0,0.0,2,0.0,81.0,lisbon five stars combro 77 - 1b
entire home/apt,lisbon,misericórdia,14.0,4.5,4,2.0,78.0,sta catarina house
entire home/apt,lisbon,misericórdia,3.0,4.5,2,0.0,81.0,lisbon 5 stars combro 77 2c - studio | 2pax
entire home/apt,lisbon,misericórdia,65.0,4.5,4,1.0,64.0,lisbon 4 all
entire home/apt,lisbon,estrela,3.0,5.0,4,1.0,78.0,cozy flat 15min walk to center
entire home/apt,lisbon,santa maria maior,40.0,4.0,6,2.0,66.0,"lovelisbon ""cosy apartment for 4 or 6"""
entire home/apt,lisbon,são vicente,13.0,4.5,4,1.0,72.0,appartement tranquillo alfama
entire home/apt,lisbon,santa maria maior,40.0,4.5,4,2.0,74.0,your home in lisbon
entire home/apt,lisbon,santa maria maior,1.0,0.0,3,1.0,72.0,"alfama right point, amazing house"
entire home/apt,lisbon,são vicente,15.0,5.0,4,2.0,80.0,graçabyrita
entire home/apt,lisbon,santa maria maior,136.0,5.0,3,1.0,78.0,alfama blue house ii (river view)
entire home/apt,lisbon,santa maria maior,15.0,4.5,4,1.0,66.0,great ap in coolest historical district (mouraria)
entire home/apt,lisbon,são vicente,39.0,4.5,4,1.0,82.0,lisbon great view!
entire home/apt,lisbon,santa maria maior,6.0,4.5,3,1.0,66.0,"janelas ao sol, in ancient lisbon"
entire home/apt,lisbon,arroios,1.0,0.0,4,2.0,82.0,central lisbon - alameda up to 4
entire home/apt,lisbon,alcântara,13.0,4.5,6,3.0,72.0,casa nobre alto de santo amaro
entire home/apt,lisbon,estrela,8.0,4.5,4,1.0,63.0,apartment in historic  building
entire home/apt,lisbon,alcântara,5.0,4.5,2,1.0,66.0,lx factory apartment - al31020
entire home/apt,lisbon,alcântara,11.0,5.0,6,3.0,78.0,alcântara 1300
entire home/apt,lisbon,alcântara,2.0,0.0,2,1.0,66.0,"sunny flat, beatiful terrace, close to the river"
entire home/apt,lisbon,alcântara,39.0,5.0,3,2.0,66.0,casa no alto
entire home/apt,lisbon,estrela,2.0,0.0,6,2.0,78.0,"lisbon house,with sunset terrace"
entire home/apt,lisbon,alcântara,5.0,5.0,4,1.0,72.0,attic to lx factory
entire home/apt,lisbon,alcântara,22.0,5.0,6,3.0,82.0,lisbon tale - apartment & garden
entire home/apt,lisbon,alcântara,131.0,4.5,4,2.0,81.0,findmeinn alcantara 2bedroomterrace
entire home/apt,lisbon,alcântara,23.0,5.0,4,2.0,66.0,charming 2bds duplex centro de congressos lisboa
entire home/apt,lisbon,campo de ourique,1.0,0.0,3,1.0,63.0,campo de ourique bright apartment
entire home/apt,lisbon,estrela,7.0,4.5,5,1.0,66.0,loft w panoramic river view
entire home/apt,lisbon,alcântara,88.0,4.5,6,2.0,71.0,new! cosy 2bd sunny home @ alcântara - belém
entire home/apt,lisbon,estrela,7.0,4.5,2,1.0,66.0,maison de campagne à lisbonne
entire home/apt,lisbon,alcântara,82.0,5.0,2,0.0,70.0,openhouse with a terrace (cork house)
entire home/apt,lisbon,campo de ourique,1.0,0.0,6,2.0,66.0,campo de ourique - family apartment
entire home/apt,lisbon,alcântara,87.0,4.5,6,2.0,67.0,lisbon historic apartment
